City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,mata-utu,-13.2816,-176.1745,28.08,75,11,2.99,WF,1689927045
83,san martin,-33.081,-68.4681,5.3,76,7,1.25,AR,1689927131
84,ust-nera,64.5667,143.2,20.72,80,97,1.65,RU,1689927131
85,siwa oasis,29.2041,25.5195,34.69,24,0,2.6,EG,1689927132
86,uturoa,-16.7333,-151.4333,24.52,65,42,8.74,PF,1689927132
87,vatutinki,55.4983,37.3325,20.24,49,40,5.0,RU,1689927132
88,pisco,-13.7,-76.2167,15.03,88,6,2.06,PE,1689927132
89,petropavlovsk-kamchatsky,53.0452,158.6483,16.33,94,75,2.0,RU,1689927132
90,thompson,55.7435,-97.8558,14.09,82,20,0.0,CA,1689927133
91,lihue,21.9789,-159.3672,26.77,79,75,7.72,US,1689927133
92,arta,39.1606,20.9853,31.8,29,0,1.36,GR,1689927117
93,jamestown,42.097,-79.2353,18.08,99,75,4.12,US,1689927133
94,kurayoshi,35.4333,133.8167,26.39,77,16,2.99,JP,1689927133
95,port lincoln,-34.7333,135.8667,12.53,66,17,4.45,AU,1689927134
96,guerrero negro,27.9769,-114.0611,19.47,85,100,5.46,MX,1689927134
97,vilhena,-12.7406,-60.1458,18.31,54,0,0.56,BR,1689927134
98,san borja,-14.8167,-66.85,18.39,81,0,0.89,BO,1689927134
99,klyuchi,52.2667,79.1667,30.68,30,100,5.2,RU,1689927134
100,batu pahat,1.8548,102.9325,29.3,70,100,3.78,MY,1689927135
101,wolbrom,50.3796,19.7583,19.35,58,100,1.55,PL,1689927135
102,talnakh,69.4865,88.3972,20.34,84,100,2.4,RU,1689927135
103,tocopilla,-22.092,-70.1979,15.73,76,32,0.36,CL,1689927135
104,szczawnica,49.4244,20.4849,20.05,54,100,1.76,PL,1689927136
105,tyukhtet,56.5389,89.3011,24.73,59,100,2.32,RU,1689927136
106,yellowknife,62.456,-114.3525,19.29,72,100,3.09,CA,1689927136
107,wailua homesteads,22.0669,-159.378,26.44,80,75,7.72,US,1689927136
108,panaba,21.2833,-88.2667,24.34,93,99,2.54,MX,1689927136
109,inari,68.906,27.0288,10.11,91,100,5.79,FI,1689927136
110,tralee,52.2704,-9.7026,14.14,88,100,1.54,IE,1689927137
111,velikiy ustyug,60.7644,46.3106,13.81,97,100,4.06,RU,1689927137
112,utrik,11.2278,169.8474,28.46,80,89,9.05,MH,1689927137
113,sotik post,-0.7813,35.3416,22.61,35,52,2.38,KE,1689927137
114,carnarvon,-24.8667,113.6333,21.25,36,100,8.35,AU,1689927137
115,ciudad lazaro cardenas,17.9583,-102.2,26.41,87,22,1.42,MX,1689927138
116,keflavik,64.0049,-22.5624,12.95,87,100,7.2,IS,1689927138
117,al badari,26.9926,31.4155,37.08,13,0,3.13,EG,1689927138
118,tara,56.8944,74.371,26.37,52,97,2.79,RU,1689927138
119,khandyga,62.6667,135.6,14.91,89,100,3.27,RU,1689927138
120,tura,25.5198,90.2201,30.01,80,99,1.27,IN,1689927139
121,garoua,9.3,13.4,25.54,80,96,2.4,CM,1689927139
122,kill devil hills,36.0307,-75.676,27.77,89,75,4.12,US,1689927139
123,ketchikan,55.3422,-131.6461,16.26,88,0,2.57,US,1689927139
124,fish town,5.1964,-7.8756,23.1,94,70,1.56,LR,1689927139
125,dunedin,-45.8742,170.5036,7.67,61,6,4.92,NZ,1689926913
126,enewetak,11.3474,162.3373,28.56,80,46,7.71,MH,1689927140
127,puerto ayora,-0.7393,-90.3518,24.75,94,49,3.13,EC,1689927140
128,willowmore,-33.2926,23.4895,6.82,64,26,2.84,ZA,1689927140
129,rio grande,-32.035,-52.0986,15.53,97,72,5.96,BR,1689927140
130,tommot,58.9564,126.2925,17.8,91,84,3.57,RU,1689927140
131,badger,64.8,-147.5333,17.93,85,20,0.0,US,1689927140
132,gaoual,11.75,-13.2,24.64,96,89,0.71,GN,1689927141
133,tazovsky,67.4667,78.7,25.08,40,86,5.59,RU,1689927141
134,arteche,12.2645,125.4048,28.99,79,36,2.38,PH,1689927141
135,nova sintra,14.8667,-24.7167,23.39,84,100,4.26,CV,1689927141
136,saint-francois,46.4154,3.9054,20.38,64,0,3.6,FR,1689927142
137,gaspe,48.8334,-64.4819,13.95,100,20,1.54,CA,1689927142
138,dalhousie,32.5333,75.9833,23.12,72,40,2.27,IN,1689927142
139,kangding,30.0513,101.9603,19.26,78,100,2.23,CN,1689927142
140,mount pearl,47.5166,-52.7813,18.51,93,100,8.75,CA,1689927142
141,port alfred,-33.5906,26.891,13.43,68,58,3.13,ZA,1689927142
142,hasaki,35.7333,140.8333,29.22,79,0,5.28,JP,1689927093
143,nyurba,63.2842,118.3319,20.0,66,100,2.83,RU,1689927143
144,cabo san lucas,22.8909,-109.9124,31.45,70,8,4.3,MX,1689927143
145,yuzhno-kurilsk,44.0306,145.8556,16.06,90,53,3.72,RU,1689927143
146,traverse city,44.7631,-85.6206,17.11,94,9,0.89,US,1689927143
147,kalengwa,-13.4659,25.0027,24.03,32,28,5.68,ZM,1689927144
148,harstad,68.799,16.5293,15.66,91,100,1.34,NO,1689927144
149,eyl,7.9803,49.8164,33.07,44,10,14.25,SO,1689927144
150,kingston,17.997,-76.7936,25.69,87,69,0.45,JM,1689927094
151,margaret river,-33.95,115.0667,15.27,61,46,5.5,AU,1689927144
152,hawaiian paradise park,19.5933,-154.9731,22.73,97,100,2.57,US,1689927145
153,nadym,65.5333,72.5167,27.96,38,100,5.13,RU,1689927145
154,hermanus,-34.4187,19.2345,11.56,62,52,4.08,ZA,1689927145
155,kachug,53.9606,105.8817,27.89,26,100,0.64,RU,1689927145
156,ceeldheer,3.8488,47.1806,31.15,56,75,12.54,SO,1689927145
157,bolobo,-2.1667,16.2333,28.81,44,19,1.95,CD,1689927146
158,labrador city,52.9463,-66.9114,11.95,87,0,2.06,CA,1689927146
159,svetlyy,54.675,20.1347,19.03,73,20,6.33,RU,1689926915
160,belyy yar,53.6039,91.3903,22.94,73,40,1.0,RU,1689927146
161,la'ie,21.6477,-157.9253,25.98,81,65,2.68,US,1689927146
162,ormond-by-the-sea,29.3491,-81.0665,27.23,86,0,3.09,US,1689927147
163,tazacorte,28.629,-17.9293,23.54,93,75,8.23,ES,1689927147
164,belfast,54.5833,-5.9333,14.33,83,75,4.12,GB,1689927045
165,bali chak,22.3667,87.55,33.19,63,100,7.04,IN,1689927148
166,isafjordur,66.0755,-23.124,10.02,76,0,0.0,IS,1689927149
167,poronaysk,49.2167,143.1167,15.92,97,73,3.54,RU,1689927149
168,meadow lake,34.8014,-106.5436,26.71,46,31,1.62,US,1689927149
169,cidreira,-30.1811,-50.2056,15.69,92,94,2.93,BR,1689927149
170,mossel bay,-34.1831,22.146,12.96,55,0,2.94,ZA,1689927149
171,wenling,28.3669,121.36,29.72,81,94,6.48,CN,1689927150
172,dryden,49.7833,-92.7503,15.16,94,0,2.06,CA,1689927150
173,peace river,56.2501,-117.286,18.14,87,0,0.0,CA,1689927150
174,sao jose da coroa grande,-8.8978,-35.1478,23.55,76,32,6.24,BR,1689927150
175,suining,30.508,105.5733,31.37,65,96,2.39,CN,1689927151
176,tasqala,51.1167,50.3167,24.88,39,99,4.35,KZ,1689927151
177,thames,-37.1333,175.5333,10.72,83,99,6.31,NZ,1689927151
178,belmonte,-15.8631,-38.8828,21.92,89,92,5.72,BR,1689927151
179,sao tome,0.3365,6.7273,24.43,75,100,4.1,ST,1689927151
180,christchurch,-43.5333,172.6333,6.06,80,40,1.03,NZ,1689927152
181,hilo,19.7297,-155.09,23.12,96,100,2.57,US,1689927152
182,santo antonio do ica,-3.1022,-67.9397,22.65,92,62,0.73,BR,1689927152
183,hammerfest,70.6634,23.6821,10.25,87,75,3.6,NO,1689927152
184,college,64.8569,-147.8028,17.97,82,40,0.0,US,1689927152
185,susuman,62.7833,148.1667,29.16,33,38,5.74,RU,1689927153
186,olyokminsk,60.3736,120.4264,21.34,61,100,2.79,RU,1689927153
187,lynn haven,30.2455,-85.6483,28.33,89,0,0.0,US,1689927153
188,chibougamau,49.9168,-74.3659,14.79,94,100,1.3,CA,1689927153
189,kargasok,59.0556,80.8572,25.01,60,56,4.57,RU,1689927153
190,dudinka,69.4058,86.1778,26.02,60,91,4.28,RU,1689927154
191,alice springs,-23.7,133.8833,17.75,36,0,5.66,AU,1689927154
192,necocli,8.4234,-76.786,26.41,93,79,1.36,CO,1689927154
193,east london,-33.0153,27.9116,12.52,71,0,4.63,ZA,1689927154
194,tabriz,38.08,46.2919,31.7,27,20,2.06,IR,1689927094
195,cholapuram,9.3667,77.5833,35.24,34,78,6.94,IN,1689927154
196,muynoq,43.7683,59.0214,32.92,29,0,5.06,UZ,1689927155
197,marsh harbour,26.5412,-77.0636,28.96,75,14,4.46,BS,1689927155
198,hamilton,39.1834,-84.5333,21.48,91,0,3.09,US,1689927155
199,kamin-kashyrskyi,51.6241,24.9586,20.14,50,43,3.51,UA,1689927155
200,ambodifotatra,-16.9833,49.85,22.98,83,100,5.42,MG,1689927155
201,dambulla,7.86,80.6517,34.33,37,100,6.76,LK,1689927155
202,sinabang,2.4803,96.3801,28.64,74,87,3.23,ID,1689927156
203,nemuro,43.3236,145.575,16.13,89,3,5.91,JP,1689927024
204,al muwayh,22.4333,41.7583,39.22,6,64,6.91,SA,1689927156
205,cole harbour,44.6724,-63.4751,18.99,98,4,2.57,CA,1689927156
206,chuzhou,32.3219,118.2978,31.23,77,99,2.94,CN,1689927102
207,haiku-pauwela,20.9219,-156.3051,25.02,81,20,7.72,US,1689927157
208,kodiak,57.79,-152.4072,12.73,82,75,4.12,US,1689927157
209,broken hill,-31.95,141.4333,10.59,51,0,3.94,AU,1689927157
210,namibe,-15.1961,12.1522,19.41,75,7,0.96,AO,1689927157
211,kimbe,-5.5502,150.1429,27.32,78,57,1.13,PG,1689927157
212,petrozavodsk,61.7849,34.3469,14.71,93,100,4.0,RU,1689927043
213,laascaanood,8.4774,47.3597,30.33,40,41,15.89,SO,1689927158
214,yanbu,24.0891,38.0637,36.75,37,7,5.38,SA,1689927111
215,gorom-gorom,14.4439,-0.2361,32.91,46,89,5.82,BF,1689927158
216,khuzdar,27.7384,66.6434,33.81,40,57,5.24,PK,1689927158
217,victorica,-36.2151,-65.4359,9.04,74,90,3.92,AR,1689927159
218,pervomayskoye,43.919,46.7102,33.72,34,92,7.12,RU,1689927159
219,bom jesus,-9.0744,-44.3586,17.61,70,24,1.79,BR,1689927159
220,vila franca do campo,37.7167,-25.4333,21.23,86,100,0.93,PT,1689927159
221,tartagal,-22.5164,-63.8013,12.91,90,0,1.01,AR,1689926975
222,gadzhiyevo,69.2551,33.3362,9.14,77,100,8.26,RU,1689927160
223,palmer,42.1584,-72.3287,19.92,92,0,0.0,US,1689927160
224,maun,-19.9833,23.4167,17.61,52,65,6.15,BW,1689927160
225,anadyr,64.75,177.4833,15.28,82,40,2.0,RU,1689927160
226,amahai,-3.3333,128.9167,26.82,80,74,4.88,ID,1689927160
227,igarka,67.4667,86.5833,27.32,40,16,6.08,RU,1689927161
228,inhambane,-23.865,35.3833,20.55,59,100,6.67,MZ,1689927161
229,miranpur,29.3,77.9333,37.96,42,53,1.49,IN,1689927161
230,opuwo,-18.0607,13.84,19.89,20,0,3.93,NA,1689927161
231,kalix,65.853,23.1565,14.95,73,100,3.53,SE,1689927161
232,amal,59.051,12.7049,15.5,73,100,2.73,SE,1689927161
233,jember,-8.166,113.7032,27.52,62,59,2.48,ID,1689926692
234,palikir - national government center,6.9248,158.1611,27.75,79,100,7.34,FM,1689927162
235,tegueste,28.5167,-16.3167,22.03,87,75,11.62,ES,1689927162
236,llanes,43.4198,-4.7549,19.6,77,67,1.68,ES,1689927162
237,miasskoye,55.2784,61.8905,24.49,41,83,4.41,RU,1689927162
238,geraldton,-28.7667,114.6,19.23,55,0,5.66,AU,1689926864
239,sidney,-33.8679,151.2073,14.64,65,40,7.2,AU,1689927010
240,udachny,66.4167,112.4,21.36,52,47,3.13,RU,1689927163
241,jayapura,-2.5333,140.7,29.66,84,33,2.97,ID,1689927117
242,sechura,-5.5569,-80.8222,21.04,80,64,4.84,PE,1689927163
243,nuuk,64.1835,-51.7216,8.34,93,100,9.77,GL,1689927164
244,auch,43.65,0.5833,20.49,66,98,0.45,FR,1689927164
245,ilulissat,69.2167,-51.1,8.01,87,75,1.54,GL,1689927164
246,vadso,70.0744,29.7487,9.49,87,75,8.23,NO,1689927164
247,vredendal,-31.6683,18.5012,12.55,43,2,5.33,ZA,1689927165
248,rawson,-43.3002,-65.1023,12.58,60,100,6.02,AR,1689927165
249,itaituba,-4.2761,-55.9836,21.24,66,0,0.16,BR,1689927165
250,whistler,50.1164,-122.9695,15.66,76,6,1.27,CA,1689927165
251,denison,33.7557,-96.5367,27.73,78,6,2.24,US,1689927165
252,zharkent,44.1628,80.0,37.25,17,100,2.79,KZ,1689927165
253,nichinan,31.6,131.3667,26.95,85,100,1.4,JP,1689927166
254,telavi,41.9198,45.4731,28.76,44,59,2.68,GE,1689927166
255,zakamensk,50.3741,103.2863,20.21,72,85,2.91,RU,1689927166
256,cabanas,22.9758,-82.9219,26.0,79,86,2.04,CU,1689927167
257,ola,59.5833,151.2833,23.97,83,2,4.65,RU,1689927167
258,vorgashor,67.5833,63.95,25.03,52,38,5.04,RU,1689927167
259,challapata,-18.9,-66.7667,5.21,37,0,1.53,BO,1689927168
260,santa sylvina,-27.8326,-61.1375,20.34,65,100,5.85,AR,1689927168
261,yarmouth,41.7057,-70.2286,20.54,96,0,0.45,US,1689927168
262,san carlos de bariloche,-41.1456,-71.3082,5.14,93,100,2.57,AR,1689927168
263,zaozersk,69.4005,32.4476,9.06,78,100,8.0,RU,1689927169
264,bengkulu,-3.8004,102.2655,27.6,75,63,3.7,ID,1689926893
265,raja,8.4596,25.678,29.66,52,51,2.29,SS,1689927169
266,seguela,7.9611,-6.6731,21.82,93,100,2.57,CI,1689927169
267,harnosand,62.6323,17.9379,19.0,81,29,1.69,SE,1689927169
268,portland,45.5234,-122.6762,20.03,76,0,3.09,US,1689927170
269,saurimo,-9.6608,20.3916,27.44,23,8,1.62,AO,1689927170
270,crane,31.3974,-102.3501,27.59,35,21,4.21,US,1689927170
271,montrose,38.4166,-108.2673,16.67,55,8,1.22,US,1689927170
272,saint-philippe,-21.3585,55.7679,23.77,74,3,3.62,RE,1689927171
273,kapa'a,22.0752,-159.319,27.18,80,75,7.72,US,1689927171
274,weno,7.4515,151.8468,28.97,84,75,3.09,FM,1689927171
275,touros,-5.1989,-35.4608,22.34,84,12,5.23,BR,1689927016
276,amqui,48.4638,-67.4313,12.24,86,91,1.9,CA,1689927171
277,kourou,5.1552,-52.6478,22.03,90,16,1.94,GF,1689927171
278,pimentel,-6.8367,-79.9342,21.16,88,75,3.6,PE,1689927172
279,meizhou,24.2977,116.1072,32.03,72,99,2.18,CN,1689926972
280,new norfolk,-42.7826,147.0587,9.28,84,55,1.45,AU,1689927172
281,barra de santo antonio,-9.4047,-35.5072,21.6,82,52,5.55,BR,1689927172
282,mamou,10.5,-12.0,21.7,94,64,0.26,GN,1689927172
283,rovnoye,50.7765,46.0509,20.43,64,100,3.54,RU,1689927173
284,amlapura,-8.45,115.6167,26.46,60,0,4.91,ID,1689927173
285,banjar,-8.19,114.9675,28.29,54,1,2.15,ID,1689927173
286,tolanaro,-25.0319,46.9987,18.81,80,100,5.4,MG,1689927173
287,pindiga,9.9833,10.9333,25.6,73,100,4.01,NG,1689927173
288,nikel,69.4128,30.222,9.1,78,100,8.02,RU,1689927173
289,smara,26.7384,-11.6719,22.12,72,0,7.42,EH,1689927174
290,miri,4.4148,114.0089,24.47,90,100,2.43,MY,1689927174
291,kudahuvadhoo,2.6708,72.8944,28.16,76,100,4.74,MV,1689927174
292,yashkul',46.1711,45.3435,30.99,27,62,3.72,RU,1689927174
293,kyakhta,50.3508,106.4494,25.94,31,4,3.76,RU,1689927175
294,yibin,28.7667,104.6238,26.58,88,100,0.7,CN,1689927175
295,senj,44.9894,14.9058,28.71,61,1,1.65,HR,1689927175
296,galveston,29.3669,-94.9669,28.33,88,0,0.89,US,1689927175
297,katsuren-haebaru,26.3369,127.8719,32.01,62,75,2.06,JP,1689927175
298,usinsk,65.9939,57.5281,24.35,56,67,4.03,RU,1689927175
299,kayangel,8.0823,134.7173,28.73,79,100,6.89,PW,1689927176
300,kara,9.5511,1.1861,25.14,84,97,3.28,TG,1689927176
301,tromso,69.6496,18.957,13.01,76,0,2.06,NO,1689927176
302,kapuskasing,49.4169,-82.4331,12.05,94,0,2.57,CA,1689927176
303,arauca,7.0847,-70.7591,21.88,99,100,0.21,CO,1689927176
304,san antonio de pale,-1.4014,5.6325,23.0,73,100,4.37,GQ,1689927177
305,willemstad,12.1084,-68.9335,27.32,86,4,10.84,CW,1689927177
306,yulinshi,38.2906,109.7494,28.76,30,21,8.92,CN,1689927177
307,tomatlan,19.9333,-105.25,24.61,93,55,1.21,MX,1689927177
308,kabanjahe,3.1001,98.4908,24.75,65,93,2.16,ID,1689927177
309,cockburn town,21.4612,-71.1419,27.65,82,44,6.01,TC,1689927177
310,mili,6.0815,171.735,28.41,83,52,8.21,MH,1689927178
311,puerto baquerizo moreno,-0.9,-89.6,24.73,84,17,4.51,EC,1689927178
312,nizhnesortymskiy,62.4397,71.7603,26.45,45,100,4.42,RU,1689927178
313,nogliki,51.8333,143.1667,17.15,87,40,4.01,RU,1689927178
314,smithers,54.7804,-127.1743,14.18,100,0,0.0,CA,1689927178
315,flying fish cove,-10.4217,105.6791,24.82,78,75,7.2,CX,1689927179
316,san julian,21.0167,-102.1667,13.24,86,44,1.28,MX,1689927179
317,castelo do piaui,-5.3222,-41.5525,21.79,59,0,4.11,BR,1689927179
318,taoudenni,22.6783,-3.9836,38.85,8,5,1.83,ML,1689927179
319,bandarbeyla,9.4942,50.8122,31.82,48,96,13.08,SO,1689927179
320,dakhla,23.6848,-15.958,22.01,78,100,11.83,EH,1689927180
321,anse-bertrand,16.4721,-61.5078,23.9,100,100,4.54,GP,1689927180
322,begoro,6.3871,-0.3774,21.67,92,100,1.96,GH,1689927180
323,mae hong son,19.3003,97.9685,31.49,69,100,1.15,TH,1689927180
324,san pedro pochutla,15.7333,-96.4667,25.4,86,42,2.26,MX,1689927180
325,shimanovsk,52.0,127.7,27.83,27,98,2.22,RU,1689927180
326,mingshui,36.7167,117.5,28.64,73,100,3.8,CN,1689927181
327,chui,-33.6971,-53.4616,14.7,94,82,4.53,UY,1689927181
328,rio preto da eva,-2.6994,-59.6997,23.54,60,12,1.09,BR,1689927181
329,lucapa,-8.4192,20.7447,30.04,21,6,0.53,AO,1689927182
330,nykobing sjaelland,55.9249,11.6711,17.19,71,97,7.28,DK,1689927182
331,bairnsdale,-37.8333,147.6167,8.92,86,43,2.29,AU,1689927182
332,laguna,38.421,-121.4238,25.99,61,0,2.06,US,1689927182
333,holualoa,19.6228,-155.9522,23.91,99,20,4.63,US,1689927183
334,betio village,1.358,172.9211,26.02,77,95,3.17,KI,1689927183
335,leesville,31.1435,-93.261,27.24,89,0,1.54,US,1689927183
336,uliastay,47.7417,96.8444,25.55,28,100,4.84,MN,1689927184
337,an nuhud,12.7,28.4333,31.36,46,31,7.21,SD,1689927184
338,sarupathar,26.1984,93.8094,33.12,63,99,1.95,IN,1689927184
339,almeirim,-1.5233,-52.5817,23.22,88,24,1.41,BR,1689927184
340,kirakira,-10.4544,161.9205,26.44,89,99,2.86,SB,1689927184
341,adrar,20.5022,-10.0711,31.71,14,0,4.43,MR,1689927142
342,saipan,15.1355,145.701,29.39,100,75,5.66,MP,1689926893
343,colonia,50.9333,6.95,19.68,80,40,1.03,DE,1689927185
344,houlton,46.1262,-67.8403,17.23,83,20,2.57,US,1689927185
345,scottburgh,-30.2867,30.7532,16.59,59,80,5.31,ZA,1689927185
346,bamboo flat,11.7,92.7167,30.05,79,75,5.14,IN,1689927186
347,jinghong,21.991,100.7341,31.76,64,89,1.53,CN,1689927187
348,freetown,8.484,-13.2299,25.84,83,75,2.06,SL,1689927187
349,coronel du graty,-27.6804,-60.9146,20.57,66,100,5.72,AR,1689927188
350,la passe,45.5549,-0.8967,20.13,64,9,3.73,FR,1689927188
351,al mijlad,11.0333,27.7333,30.68,51,48,5.47,SD,1689927188
352,severo-yeniseyskiy,60.3725,93.0408,26.98,25,98,4.18,RU,1689927189
353,inda silase,14.1031,38.2829,22.16,63,99,1.84,ET,1689927189
354,newman,37.3138,-121.0208,24.13,72,0,1.82,US,1689927189
355,zvecan,42.9075,20.8403,27.11,63,0,1.82,XK,1689927189
356,evanston,42.0411,-87.6901,21.09,80,75,2.24,US,1689927189
357,fort bragg,35.139,-79.006,25.11,86,20,2.57,US,1689927190
358,paris,48.8534,2.3488,17.98,75,0,4.12,FR,1689926535
359,dossor,47.5272,52.9811,30.3,29,0,1.62,KZ,1689927190
360,cromwell,41.5951,-72.6454,21.88,95,100,2.06,US,1689927191
361,noosa heads,-26.3833,153.15,18.95,65,65,1.56,AU,1689927191
362,akrehamn,59.2667,5.1833,13.33,87,75,1.54,NO,1689927191
363,xilin hot,43.9667,116.0333,23.1,56,100,9.15,CN,1689927191
364,nelspruit,-25.4745,30.9703,11.78,92,100,0.4,ZA,1689927192
365,polyarnyy,69.1989,33.4478,9.42,77,100,8.19,RU,1689927141
366,mehtar lam,34.6714,70.2094,36.84,32,0,2.71,AF,1689927192
